,f,fv,value
24111,0.595,0.960,302.39999999999964
24112,0.595,0.965,299.7000000000007
24113,0.595,0.970,297.2000000000007
24114,0.595,0.975,294.7999999999993
24115,0.595,0.980,292.39999999999964
24116,0.595,0.985,290.10000000000036
24117,0.595,0.990,288.0
24118,0.595,0.995,285.7999999999993
24119,0.595,1.000,283.7999999999993
24280,0.600,0.800,758.8999999999996
24281,0.600,0.805,623.7999999999993
24282,0.600,0.810,562.8999999999996
24283,0.600,0.815,523.6000000000004
24284,0.600,0.820,494.7000000000007
24285,0.600,0.825,472.10000000000036
24286,0.600,0.830,453.5
24287,0.600,0.835,437.89999999999964
24288,0.600,0.840,424.39999999999964
24289,0.600,0.845,412.5
24290,0.600,0.850,402.0
24291,0.600,0.855,392.60000000000036
24292,0.600,0.860,384.0
24293,0.600,0.865,376.2000000000007
24294,0.600,0.870,369.10000000000036
24295,0.600,0.875,362.5
24296,0.600,0.880,356.39999999999964
24297,0.600,0.885,350.7000000000007
24298,0.600,0.890,345.39999999999964
24299,0.600,0.895,340.39999999999964
24300,0.600,0.900,335.7999999999993
24301,0.600,0.905,331.2999999999993
24302,0.600,0.910,327.2000000000007
24303,0.600,0.915,323.2000000000007
24304,0.600,0.920,319.5
24305,0.600,0.925,315.89999999999964
24306,0.600,0.930,312.5
24307,0.600,0.935,309.2999999999993
24308,0.600,0.940,306.2000000000007
24309,0.600,0.945,303.2999999999993
24310,0.600,0.950,300.39999999999964
24311,0.600,0.955,297.7000000000007
24312,0.600,0.960,295.10000000000036
24313,0.600,0.965,292.60000000000036
24314,0.600,0.970,290.2000000000007
24315,0.600,0.975,287.89999999999964
24316,0.600,0.980,285.60000000000036
24317,0.600,0.985,283.5
24318,0.600,0.990,281.39999999999964
24319,0.600,0.995,279.39999999999964
24320,0.600,1.000,277.39999999999964
24480,0.605,0.795,761.7000000000007
24481,0.605,0.800,620.1000000000004
24482,0.605,0.805,558.1000000000004
24483,0.605,0.810,518.3999999999996
24484,0.605,0.815,489.39999999999964
24485,0.605,0.820,466.7000000000007
24486,0.605,0.825,448.10000000000036
24487,0.605,0.830,432.5
24488,0.605,0.835,419.0
24489,0.605,0.840,407.10000000000036
24490,0.605,0.845,396.7000000000007
24491,0.605,0.850,387.2999999999993
24492,0.605,0.855,378.7999999999993
24493,0.605,0.860,371.0
24494,0.605,0.865,363.89999999999964
24495,0.605,0.870,357.2999999999993
24496,0.605,0.875,351.2999999999993
24497,0.605,0.880,345.60000000000036
24498,0.605,0.885,340.39999999999964
24499,0.605,0.890,335.39999999999964
24500,0.605,0.895,330.7999999999993
24501,0.605,0.900,326.39999999999964
24502,0.605,0.905,322.2999999999993
24503,0.605,0.910,318.39999999999964
24504,0.605,0.915,314.60000000000036
24505,0.605,0.920,311.10000000000036
24506,0.605,0.925,307.7999999999993
24507,0.605,0.930,304.60000000000036
24508,0.605,0.935,301.5
24509,0.605,0.940,298.60000000000036
24510,0.605,0.945,295.7999999999993
24511,0.605,0.950,293.10000000000036
24512,0.605,0.955,290.5
24513,0.605,0.960,288.0
24514,0.605,0.965,285.60000000000036
24515,0.605,0.970,283.2999999999993
24516,0.605,0.975,281.10000000000036
24517,0.605,0.980,279.0
24518,0.605,0.985,276.89999999999964
24519,0.605,0.990,274.89999999999964
24520,0.605,0.995,273.0
24521,0.605,1.000,271.10000000000036
24680,0.610,0.790,771.1000000000004
24681,0.610,0.795,618.0
24682,0.610,0.800,554.2000000000007
24683,0.610,0.805,513.7999999999993
24684,0.610,0.810,484.5
24685,0.610,0.815,461.60000000000036
24686,0.610,0.820,443.0
24687,0.610,0.825,427.2000000000007
24688,0.610,0.830,413.7000000000007
